dataset,query_id,family,parameter,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5
BAY,0012,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,2310188,3905073,2616,3463,660
BAY,0012,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,2510952,5074170,2426,3271,598
BAY,0012,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,2510952,5074170,2426,3271,598
BAY,0012,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,2567533,5731779,2552,3135,566
BAY,0012,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,2567533,5731779,2552,3135,566
BAY,0013,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1352298,2926038,3620,1146,214
BAY,0013,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1330632,1982166,2178,1730,335
BAY,0013,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1330632,1982166,2178,1730,335
BAY,0013,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1330632,1982166,2178,1730,335
BAY,0013,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1330632,1982166,2178,1730,335
BAY,0013,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1408740,1693466,2064,2008,405
BAY,0013,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1289635,1568000,2440,2456,472
BAY,0013,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1289635,1568000,2440,2456,472
BAY,0013,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1290185,1565362,2444,2468,474
BAY,0013,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1290185,1565362,2444,2468,474
BAY,0013,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1400723,1552759,2310,2490,500
BAY,0013,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1171849,2598488,4216,1424,264
BAY,0013,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1171849,2598488,4216,1424,264
BAY,0013,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1330632,1982166,2178,1730,335
BAY,0013,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1330632,1982166,2178,1730,335
BAY,0013,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1330632,1982166,2178,1730,335
BAY,0013,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1330632,1982166,2178,1730,335
BAY,0013,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1330632,1982166,2178,1730,335
BAY,0013,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1330632,1982166,2178,1730,335
BAY,0013,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1330632,1982166,2178,1730,335
BAY,0013,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1330632,1982166,2178,1730,335
BAY,0013,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1433711,2491939,1920,1902,340
BAY,0014,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1138101,1436385,1544,1742,341
BAY,0014,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1137493,1434864,1544,1746,341
BAY,0014,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1130334,1407076,1598,1738,342
BAY,0014,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1130334,1407076,1598,1738,342
BAY,0014,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1130334,1407076,1598,1738,342
BAY,0014,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1130334,1407076,1598,1738,342
BAY,0014,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1130334,1407076,1598,1738,342
BAY,0014,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1130334,1407076,1598,1738,342
BAY,0014,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1130334,1407076,1598,1738,342
BAY,0014,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1130334,1407076,1598,1738,342
BAY,0014,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1130268,1407010,1606,1738,342
BAY,0014,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1130268,1407010,1606,1738,342
BAY,0014,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1130334,1407076,1598,1738,342
BAY,0014,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1130334,1407076,1598,1738,342
BAY,0014,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1130334,1407076,1598,1738,342
BAY,0014,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1137493,1434864,1544,1746,341
BAY,0014,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1138101,1436385,1544,1742,341
BAY,0014,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1138101,1436385,1544,1742,341
BAY,0014,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1138101,1436385,1544,1742,341
BAY,0014,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1138101,1436385,1544,1742,341
BAY,0014,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1138101,1436385,1544,1742,341
BAY,0014,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1222245,2379471,1292,2088,377
BAY,0015,time_share,0.0,0.25,0.0,0.25,0.25,0.25,2223401,3828039,3841,2944,582
BAY,0015,time_share,0.1,0.225,0.1,0.225,0.225,0.225,2223401,3828039,3841,2944,582
BAY,0015,time_share,0.2,0.2,0.2,0.2,0.2,0.2,2223401,3828039,3841,2944,582
BAY,0015,time_share,0.3,0.175,0.3,0.175,0.175,0.175,2079990,2764940,3989,3840,736
BAY,0015,time_share,0.4,0.15,0.4,0.15,0.15,0.15,2079990,2764940,3989,3840,736
BAY,0015,time_share,0.5,0.125,0.5,0.125,0.125,0.125,2079990,2764940,3989,3840,736
BAY,0015,time_share,0.6,0.1,0.6,0.1,0.1,0.1,2083652,2719608,4083,3864,742
BAY,0015,time_share,0.7,0.075,0.7,0.075,0.075,0.075,2083652,2719608,4083,3864,742
BAY,0015,time_share,0.8,0.05,0.8,0.05,0.05,0.05,2083652,2719608,4083,3864,742
BAY,0015,time_share,0.9,0.025,0.9,0.025,0.025,0.025,2083652,2719608,4083,3864,742
BAY,0015,time_share,1.0,0.0,1.0,0.0,0.0,0.0,2083652,2719608,4083,3864,742
BAY,0015,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,2079990,2764940,3989,3840,736
BAY,0015,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,2079990,2764940,3989,3840,736
BAY,0015,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,2079990,2764940,3989,3840,736
BAY,0015,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,2079990,2764940,3989,3840,736
BAY,0015,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,2223401,3828039,3841,2944,582
BAY,0015,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,2223401,3828039,3841,2944,582
BAY,0015,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,2223401,3828039,3841,2944,582
BAY,0015,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,2223401,3828039,3841,2944,582
BAY,0015,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,2223401,3828039,3841,2944,582
BAY,0015,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,2223401,3828039,3841,2944,582
BAY,0015,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,2223401,3828039,3841,2944,582
BAY,0016,time_share,0.0,0.25,0.0,0.25,0.25,0.25,913568,1815372,253,771,134
BAY,0016,time_share,0.1,0.225,0.1,0.225,0.225,0.225,646212,826612,431,891,167
BAY,0016,time_share,0.2,0.2,0.2,0.2,0.2,0.2,646212,826612,431,891,167
BAY,0016,time_share,0.3,0.175,0.3,0.175,0.175,0.175,646212,826612,431,891,167
BAY,0016,time_share,0.4,0.15,0.4,0.15,0.15,0.15,646212,826612,431,891,167
BAY,0016,time_share,0.5,0.125,0.5,0.125,0.125,0.125,642438,773295,453,905,172
BAY,0016,time_share,0.6,0.1,0.6,0.1,0.1,0.1,642438,773295,453,905,172
BAY,0016,time_share,0.7,0.075,0.7,0.075,0.075,0.075,642438,773295,453,905,172
BAY,0016,time_share,0.8,0.05,0.8,0.05,0.05,0.05,642438,773295,453,905,172
BAY,0016,time_share,0.9,0.025,0.9,0.025,0.025,0.025,642438,773295,453,905,172
BAY,0016,time_share,1.0,0.0,1.0,0.0,0.0,0.0,639517,770589,531,1049,190
BAY,0016,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,642438,773295,453,905,172
BAY,0016,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,646212,826612,431,891,167
BAY,0016,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,646212,826612,431,891,167
BAY,0016,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,646212,826612,431,891,167
BAY,0016,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,646212,826612,431,891,167
BAY,0016,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,913568,1815372,253,771,134
BAY,0016,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,913568,1815372,253,771,134
BAY,0016,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,913568,1815372,253,771,134
BAY,0016,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,913568,1815372,253,771,134
BAY,0016,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,939514,1988593,247,777,133
BAY,0016,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,939514,1988593,247,777,133
BAY,0017,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1898560,3744813,2938,2314,418
BAY,0017,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1898560,3744813,2938,2314,418
BAY,0017,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1898560,3744813,2938,2314,418
BAY,0017,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1898560,3744813,2938,2314,418
BAY,0017,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1898560,3744813,2938,2314,418
BAY,0017,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1898560,3744813,2938,2314,418
BAY,0017,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1790093,3079838,3022,2852,522
BAY,0017,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1790093,3079838,3022,2852,522
BAY,0017,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1779574,3060794,3054,2890,530
BAY,0017,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1779574,3060794,3054,2890,530
BAY,0017,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1782050,3057726,3062,2908,534
BAY,0017,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1898560,3744813,2938,2314,418
BAY,0017,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1898560,3744813,2938,2314,418
BAY,0017,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1898560,3744813,2938,2314,418
BAY,0018,time_share,0.0,0.25,0.0,0.25,0.25,0.25,890171,1876688,1387,1540,265
BAY,0018,time_share,0.1,0.225,0.1,0.225,0.225,0.225,890171,1876688,1387,1540,265
BAY,0018,time_share,0.2,0.2,0.2,0.2,0.2,0.2,890171,1876688,1387,1540,265
BAY,0018,time_share,0.3,0.175,0.3,0.175,0.175,0.175,890171,1876688,1387,1540,265
BAY,0018,time_share,0.4,0.15,0.4,0.15,0.15,0.15,890171,1876688,1387,1540,265
BAY,0018,time_share,0.5,0.125,0.5,0.125,0.125,0.125,997465,1484812,1205,2024,367
BAY,0018,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1095935,1147126,1589,2054,398
BAY,0018,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1095935,1147126,1589,2054,398
BAY,0018,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1095935,1147126,1589,2054,398
BAY,0018,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1095935,1147126,1589,2054,398
BAY,0018,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1095935,1147126,1589,2054,398
BAY,0018,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,932817,1971480,1635,1330,230
BAY,0018,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,890171,1876688,1387,1540,265
BAY,0018,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,890171,1876688,1387,1540,265
BAY,0018,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,890171,1876688,1387,1540,265
BAY,0018,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,890171,1876688,1387,1540,265
BAY,0018,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,995351,1645781,979,2046,354
BAY,0018,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,995351,1645781,979,2046,354
BAY,0018,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1114474,2206779,899,1872,336
BAY,0018,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1114474,2206779,899,1872,336
BAY,0018,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1114474,2206779,899,1872,336
BAY,0018,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1114474,2206779,899,1872,336
BAY,0019,time_share,0.0,0.25,0.0,0.25,0.25,0.25,478347,710702,693,1318,233
BAY,0019,time_share,0.1,0.225,0.1,0.225,0.225,0.225,478347,710702,693,1318,233
BAY,0019,time_share,0.2,0.2,0.2,0.2,0.2,0.2,462715,602516,943,1328,242
BAY,0019,time_share,0.3,0.175,0.3,0.175,0.175,0.175,462715,602516,943,1328,242
BAY,0019,time_share,0.4,0.15,0.4,0.15,0.15,0.15,462715,602516,943,1328,242
BAY,0019,time_share,0.5,0.125,0.5,0.125,0.125,0.125,463356,559570,975,1378,249
BAY,0019,time_share,0.6,0.1,0.6,0.1,0.1,0.1,467026,546305,977,1386,251
BAY,0019,time_share,0.7,0.075,0.7,0.075,0.075,0.075,467026,546305,977,1386,251
BAY,0019,time_share,0.8,0.05,0.8,0.05,0.05,0.05,467026,546305,977,1386,251
BAY,0019,time_share,0.9,0.025,0.9,0.025,0.025,0.025,467026,546305,977,1386,251
BAY,0019,time_share,1.0,0.0,1.0,0.0,0.0,0.0,467026,546305,977,1386,251
BAY,0019,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,462715,602516,943,1328,242
BAY,0019,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,462715,602516,943,1328,242
BAY,0019,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,462715,602516,943,1328,242
BAY,0019,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,462715,602516,943,1328,242
BAY,0019,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,465305,639492,767,1354,243
BAY,0019,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,478347,710702,693,1318,233
BAY,0019,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,478347,710702,693,1318,233
BAY,0019,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,478347,710702,693,1318,233
BAY,0019,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,478347,710702,693,1318,233
BAY,0019,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,478347,710702,693,1318,233
BAY,0019,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,478347,710702,693,1318,233
BAY,0020,time_share,0.0,0.25,0.0,0.25,0.25,0.25,805350,1536499,772,1340,247
BAY,0020,time_share,0.1,0.225,0.1,0.225,0.225,0.225,805350,1536499,772,1340,247
BAY,0020,time_share,0.2,0.2,0.2,0.2,0.2,0.2,805350,1536499,772,1340,247
BAY,0020,time_share,0.3,0.175,0.3,0.175,0.175,0.175,805350,1536499,772,1340,247
BAY,0020,time_share,0.4,0.15,0.4,0.15,0.15,0.15,805080,1490207,784,1376,255
BAY,0020,time_share,0.5,0.125,0.5,0.125,0.125,0.125,859641,955778,1330,1638,326
BAY,0020,time_share,0.6,0.1,0.6,0.1,0.1,0.1,859641,955778,1330,1638,326
BAY,0020,time_share,0.7,0.075,0.7,0.075,0.075,0.075,859641,955778,1330,1638,326
BAY,0020,time_share,0.8,0.05,0.8,0.05,0.05,0.05,859641,955778,1330,1638,326
BAY,0020,time_share,0.9,0.025,0.9,0.025,0.025,0.025,858043,952273,1350,1670,332
BAY,0020,time_share,1.0,0.0,1.0,0.0,0.0,0.0,858043,952273,1350,1670,332
BAY,0020,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,805080,1490207,784,1376,255
BAY,0020,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,805350,1536499,772,1340,247
BAY,0020,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,805350,1536499,772,1340,247
BAY,0020,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,805350,1536499,772,1340,247
BAY,0020,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,805350,1536499,772,1340,247
BAY,0020,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,805350,1536499,772,1340,247
BAY,0020,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,805350,1536499,772,1340,247
BAY,0020,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,805350,1536499,772,1340,247
BAY,0020,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,805350,1536499,772,1340,247
BAY,0020,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,805350,1536499,772,1340,247
BAY,0020,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,805350,1536499,772,1340,247
BAY,0021,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1103808,2565006,375,999,177
BAY,0021,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1031094,2001139,359,1111,194
BAY,0021,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1031094,2001139,359,1111,194
BAY,0021,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1031094,2001139,359,1111,194
BAY,0021,time_share,0.4,0.15,0.4,0.15,0.15,0.15,904878,1420988,467,1301,230
BAY,0021,time_share,0.5,0.125,0.5,0.125,0.125,0.125,904878,1420988,467,1301,230
BAY,0021,time_share,0.6,0.1,0.6,0.1,0.1,0.1,904878,1420988,467,1301,230
BAY,0021,time_share,0.7,0.075,0.7,0.075,0.075,0.075,808566,1059563,595,1697,311
BAY,0021,time_share,0.8,0.05,0.8,0.05,0.05,0.05,809216,1052297,601,1705,314
BAY,0021,time_share,0.9,0.025,0.9,0.025,0.025,0.025,809216,1052297,601,1705,314
BAY,0021,time_share,1.0,0.0,1.0,0.0,0.0,0.0,809178,1052259,603,1705,314
BAY,0021,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,904878,1420988,467,1301,230
BAY,0021,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,904878,1420988,467,1301,230
BAY,0021,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,904878,1420988,467,1301,230
BAY,0021,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1031094,2001139,359,1111,194
BAY,0021,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1031094,2001139,359,1111,194
BAY,0021,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1031094,2001139,359,1111,194
BAY,0021,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1031094,2001139,359,1111,194
BAY,0021,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1031094,2001139,359,1111,194
BAY,0021,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1103808,2565006,375,999,177
BAY,0021,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1103808,2565006,375,999,177
BAY,0021,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1103808,2565006,375,999,177
BAY,0022,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1972298,4207021,1632,2534,447
BAY,0022,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1972298,4207021,1632,2534,447
BAY,0022,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1795286,3199130,1700,2980,543
BAY,0022,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1787008,1989795,1972,3324,646
BAY,0022,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1787008,1989795,1972,3324,646
BAY,0022,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1787008,1989795,1972,3324,646
BAY,0022,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1782916,1906250,2016,3424,663
BAY,0022,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1782916,1906250,2016,3424,663
BAY,0022,time_share,0.8,0.05,0.8,0.05,0.05,0.05,1782916,1906250,2016,3424,663
BAY,0022,time_share,0.9,0.025,0.9,0.025,0.025,0.025,1782916,1906250,2016,3424,663
BAY,0022,time_share,1.0,0.0,1.0,0.0,0.0,0.0,1754789,1859162,2550,3916,755
BAY,0022,stability_share,0.0,0.25,0.375,0.0,0.0,0.375,1711143,2084036,2174,3364,645
BAY,0022,stability_share,0.1,0.225,0.3375,0.058333333333333334,0.041666666666666664,0.3375,1711143,2084036,2174,3364,645
BAY,0022,stability_share,0.2,0.2,0.3,0.11666666666666667,0.08333333333333333,0.3,1795286,3199130,1700,2980,543
BAY,0022,stability_share,0.3,0.175,0.2625,0.175,0.125,0.2625,1795286,3199130,1700,2980,543
BAY,0022,stability_share,0.4,0.15,0.225,0.23333333333333334,0.16666666666666666,0.225,1972298,4207021,1632,2534,447
BAY,0022,stability_share,0.5,0.125,0.1875,0.2916666666666667,0.20833333333333334,0.1875,1972298,4207021,1632,2534,447
BAY,0022,stability_share,0.6,0.1,0.15,0.35,0.25,0.15,1972298,4207021,1632,2534,447
BAY,0022,stability_share,0.7,0.075,0.1125,0.4083333333333333,0.2916666666666667,0.1125,1972298,4207021,1632,2534,447
BAY,0022,stability_share,0.8,0.05,0.075,0.4666666666666667,0.3333333333333333,0.075,1972298,4207021,1632,2534,447
BAY,0022,stability_share,0.9,0.025,0.0375,0.525,0.375,0.0375,1972298,4207021,1632,2534,447
BAY,0022,stability_share,1.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,1972298,4207021,1632,2534,447
BAY,0023,time_share,0.0,0.25,0.0,0.25,0.25,0.25,1197172,1431500,2241,2521,507
BAY,0023,time_share,0.1,0.225,0.1,0.225,0.225,0.225,1197172,1431500,2241,2521,507
BAY,0023,time_share,0.2,0.2,0.2,0.2,0.2,0.2,1197172,1431500,2241,2521,507
BAY,0023,time_share,0.3,0.175,0.3,0.175,0.175,0.175,1197172,1431500,2241,2521,507
BAY,0023,time_share,0.4,0.15,0.4,0.15,0.15,0.15,1197172,1431500,2241,2521,507
BAY,0023,time_share,0.5,0.125,0.5,0.125,0.125,0.125,1197796,1400511,2263,2553,512
BAY,0023,time_share,0.6,0.1,0.6,0.1,0.1,0.1,1186802,1302441,2415,2693,541
BAY,0023,time_share,0.7,0.075,0.7,0.075,0.075,0.075,1186802,1302441,2415,2693,541
